     1277.06858        0.10827821        0.00651277
     1278.54309        0.10860979        0.00657746
     1280.01929        0.09733361        0.00602070
     1281.49720        0.11064032        0.00660883
     1282.97682        0.11253654        0.00669379
     1284.45814        0.10857922        0.00647870
     1285.94118        0.10594479        0.00623103
     1287.42593        0.10846911        0.00632231
     1288.91239        0.10821431        0.00648176
     1290.40057        0.11163089        0.00656656
     1291.89046        0.10826268        0.00628240
     1293.38208        0.10541391        0.00622155
     1294.87542        0.10492535        0.00630971
     1296.37048        0.11709793        0.00668999
     1297.86727        0.11354075        0.00663432
     1299.36579        0.11044961        0.00652558
     1300.86604        0.10418552        0.00623725
     1302.36802        0.10003487        0.00608672
     1303.87173        0.10569962        0.00624500
     1305.37718        0.10328899        0.00623909
     1306.88437        0.10264141        0.00621763
     1308.39330        0.09959949        0.00603824
     1309.90397        0.10893914        0.00644332
     1311.41639        0.10790793        0.00634167
     1312.93055        0.10626509        0.00627397
     1314.44646        0.11120568        0.00671027
     1315.96412        0.11282447        0.00663740
     1317.48353        0.11531857        0.00659695
     1319.00470        0.11566863        0.00672264
     1320.52762        0.11235542        0.00666055
     1322.05230        0.10969056        0.00641058
     1323.57874        0.10411843        0.00614712
     1325.10695        0.10670932        0.00629340
     1326.63691        0.10672778        0.00628571
     1328.16865        0.11374790        0.00653883
     1329.70215        0.10714769        0.00639364
     1331.23743        0.10779946        0.00635201
     1332.77447        0.10776872        0.00632797
     1334.31330        0.10588043        0.00622348
     1335.85389        0.10305422        0.00614686
     1337.39627        0.10261611        0.00612622
     1338.94043        0.11398155        0.00662410
     1340.48637        0.10975099        0.00637623
     1342.03410        0.10986924        0.00632822
     1343.58361        0.11185494        0.00658420
     1345.13491        0.11093342        0.00652419
     1346.68800        0.10290850        0.00618001
     1348.24289        0.10502113        0.00619441
     1349.79957        0.10982973        0.00632236
     1351.35805        0.10954797        0.00628422
     1352.91833        0.11458189        0.00638428
     1354.48041        0.10958554        0.00636488
     1356.04429        0.10562088        0.00622008
     1357.60998        0.10228048        0.00605736
     1359.17747        0.10605214        0.00626340
     1360.74678        0.11210729        0.00641355
     1362.31790        0.11240534        0.00645450
     1363.89083        0.11769825        0.00659383
     1365.46558        0.10897265        0.00626108
     1367.04215        0.11733535        0.00653514
     1368.62053        0.11378816        0.00643240
     1370.20074        0.11573201        0.00648005
     1371.78278        0.11090874        0.00621152
     1373.36664        0.10881761        0.00614464
     1374.95233        0.10761951        0.00612032
     1376.53985        0.10283139        0.00604267
     1378.12920        0.11412947        0.00657307
     1379.72039        0.11274563        0.00649270
     1381.31341        0.10887147        0.00630108
     1382.90828        0.10632500        0.00620546
     1384.50498        0.10382273        0.00603723
     1386.10353        0.10212191        0.00597598
     1387.70393        0.10364050        0.00608783
     1389.30617        0.09984096        0.00594979
     1390.91026        0.10069038        0.00599018
     1392.51621        0.10021426        0.00602107
     1394.12401        0.10496287        0.00622756
     1395.73366        0.10148795        0.00599053
     1397.34518        0.10598597        0.00605183
     1398.95855        0.10391492        0.00609751
     1400.57379        0.10097087        0.00601196
     1402.19089        0.10264905        0.00611604
     1403.80986        0.10669490        0.00613674
     1405.43070        0.10421171        0.00603819
     1407.05341        0.10126954        0.00590520
     1408.67800        0.10499282        0.00600949
     1410.30446        0.10542949        0.00604670
     1411.93279        0.10679588        0.00616598
     1413.56301        0.10025608        0.00606432
     1415.19511        0.09592815        0.00585179
     1416.82910        0.09937882        0.00587084
