     1277.06858        0.10929048        0.00648829
     1278.54309        0.11170041        0.00651302
     1280.01929        0.11185344        0.00654350
     1281.49720        0.10053445        0.00616507
     1282.97682        0.10273883        0.00615579
     1284.45814        0.10726711        0.00631397
     1285.94118        0.10874684        0.00641982
     1287.42593        0.10457701        0.00627310
     1288.91239        0.11327703        0.00657168
     1290.40057        0.11745518        0.00676973
     1291.89046        0.11669612        0.00676862
     1293.38208        0.11130231        0.00659551
     1294.87542        0.11275029        0.00670155
     1296.37048        0.10958190        0.00654923
     1297.86727        0.11350287        0.00656757
     1299.36579        0.11005118        0.00642285
     1300.86604        0.10719145        0.00632154
     1302.36802        0.10093737        0.00612237
     1303.87173        0.10711545        0.00656508
     1305.37718        0.11407141        0.00665414
     1306.88437        0.11273507        0.00649856
     1308.39330        0.10774999        0.00629314
     1309.90397        0.10493916        0.00613086
     1311.41639        0.10669355        0.00633749
     1312.93055        0.10879232        0.00631327
     1314.44646        0.10953372        0.00635315
     1315.96412        0.10792932        0.00621798
     1317.48353        0.10543388        0.00610478
     1319.00470        0.10768771        0.00619192
     1320.52762        0.11196301        0.00643072
     1322.05230        0.10364078        0.00618536
     1323.57874        0.10497790        0.00617183
     1325.10695        0.10220447        0.00612189
     1326.63691        0.10446241        0.00635214
     1328.16865        0.10907986        0.00650144
     1329.70215        0.10067936        0.00614406
     1331.23743        0.10466956        0.00629801
     1332.77447        0.10907396        0.00625078
     1334.31330        0.11081212        0.00631297
     1335.85389        0.10935838        0.00640860
     1337.39627        0.11040797        0.00635008
     1338.94043        0.10923777        0.00630796
     1340.48637        0.11044650        0.00638505
     1342.03410        0.10688587        0.00621745
     1343.58361        0.10698766        0.00607818
     1345.13491        0.10914306        0.00622674
     1346.68800        0.10830751        0.00623785
     1348.24289        0.10704557        0.00639580
     1349.79957        0.10159130        0.00607636
     1351.35805        0.10999711        0.00635236
     1352.91833        0.11728621        0.00659882
     1354.48041        0.10590404        0.00614439
     1356.04429        0.10276583        0.00596158
     1357.60998        0.10426812        0.00611936
     1359.17747        0.11101292        0.00635413
     1360.74678        0.11162918        0.00652797
     1362.31790        0.11082003        0.00638769
     1363.89083        0.11359159        0.00647400
     1365.46558        0.11478252        0.00670059
     1367.04215        0.10480665        0.00622376
     1368.62053        0.10048948        0.00603188
     1370.20074        0.10373693        0.00613492
     1371.78278        0.11109531        0.00626600
     1373.36664        0.11588755        0.00655589
     1374.95233        0.10601924        0.00621987
     1376.53985        0.10452059        0.00608787
     1378.12920        0.10385032        0.00601142
     1379.72039        0.11078969        0.00632558
     1381.31341        0.11431641        0.00650207
     1382.90828        0.11049898        0.00632518
     1384.50498        0.10882372        0.00640641
     1386.10353        0.10315162        0.00611105
     1387.70393        0.10626191        0.00627697
     1389.30617        0.10794722        0.00630029
     1390.91026        0.10221961        0.00598559
     1392.51621        0.10801393        0.00624665
     1394.12401        0.10839308        0.00638988
     1395.73366        0.10503222        0.00631095
     1397.34518        0.10119355        0.00602217
     1398.95855        0.09724231        0.00578525
     1400.57379        0.10162275        0.00594250
     1402.19089        0.10329535        0.00612198
     1403.80986        0.10167056        0.00604343
     1405.43070        0.10458761        0.00613336
     1407.05341        0.10905643        0.00625850
     1408.67800        0.10318011        0.00599828
     1410.30446        0.09876305        0.00585492
     1411.93279        0.10117102        0.00599194
     1413.56301        0.10435685        0.00606509
     1415.19511        0.09924489        0.00600149
     1416.82910        0.09907538        0.00599441
     1418.46497        0.10321540        0.00600213
     1420.10273        0.09576493        0.00571403
     1421.74238        0.09687681        0.00573379
     1423.38392        0.10067051        0.00595224
     1425.02736        0.10443286        0.00605840
     1426.67270        0.10668206        0.00612304
     1428.31993        0.10956272        0.00622130
     1429.96907        0.11199873        0.00628003
     1431.62011        0.10894990        0.00619732
     1433.27306        0.09696378        0.00572688
     1434.92792        0.09840078        0.00574250
     1436.58469        0.09939180        0.00584955
     1438.24337        0.09647106        0.00582772
     1439.90396        0.10125364        0.00596982
     1441.56648        0.09975969        0.00588454
     1443.23091        0.09690028        0.00576226
     1444.89726        0.10235714        0.00593995
     1446.56554        0.10531783        0.00616519
     1448.23575        0.10764358        0.00620293
     1449.90788        0.10365482        0.00597793
     1451.58194        0.10312310        0.00597125
     1453.25794        0.10891075        0.00615622
     1454.93587        0.11100943        0.00616392
     1456.61574        0.10367464        0.00595404
     1458.29755        0.10144613        0.00593096
     1459.98130        0.10074934        0.00592572
     1461.66700        0.10437278        0.00602785
     1463.35464        0.10495622        0.00605571
     1465.04423        0.10839393        0.00626781
     1466.73577        0.09748809        0.00586740
     1468.42926        0.09424796        0.00560502
     1470.12471        0.10378740        0.00592033
     1471.82211        0.10665426        0.00600640
     1473.52148        0.10097076        0.00576976
     1475.22281        0.10044437        0.00581424
     1476.92610        0.10166391        0.00593911
     1478.63136        0.10149091        0.00584784
     1480.33859        0.09972561        0.00585451
     1482.04779        0.10463116        0.00602319
     1483.75896        0.10556048        0.00599363
     1485.47211        0.09817217        0.00573401
     1487.18723        0.09830106        0.00577628
     1488.90434        0.10281753        0.00592346
     1490.62343        0.09911140        0.00583333
     1492.34450        0.09663384        0.00578470
     1494.06756        0.10444339        0.00599172
     1495.79261        0.10533585        0.00606745
     1497.51966        0.09636709        0.00574339
     1499.24869        0.10454895        0.00601681
     1500.97972        0.10750422        0.00611387
     1502.71276        0.09929882        0.00585008
     1504.44779        0.09888886        0.00581547
     1506.18482        0.09630555        0.00573164
     1507.92387        0.09800340        0.00585321
     1509.66491        0.10475487        0.00600702
     1511.40797        0.09821300        0.00572831
     1513.15304        0.09988687        0.00595122
     1514.90013        0.10550027        0.00608616
     1516.64924        0.10465585        0.00598256
     1518.40036        0.10591844        0.00599638
     1520.15350        0.09828829        0.00571534
     1521.90867        0.09316089        0.00567088
     1523.66587        0.10288445        0.00590767
     1525.42509        0.10187669        0.00588161
     1527.18635        0.10313536        0.00585205
     1528.94964        0.10204863        0.00584027
     1530.71496        0.10684969        0.00597356
     1532.48233        0.10286852        0.00591466
     1534.25173        0.09861618        0.00582247
     1536.02318        0.10283471        0.00585343
     1537.79667        0.10378543        0.00575393
     1539.57221        0.10516853        0.00592325
     1541.34980        0.10572427        0.00603863
     1543.12944        0.10649046        0.00603372
     1544.91114        0.10596718        0.00600005
     1546.69490        0.11158158        0.00622478
     1548.48071        0.11500133        0.00622392
     1550.26859        0.10872371        0.00609118
     1552.05853        0.09274660        0.00556370
     1553.85053        0.09862175        0.00565326
     1555.64461        0.10775425        0.00594112
     1557.44076        0.10750400        0.00601460
     1559.23898        0.10903229        0.00607418
     1561.03928        0.10957749        0.00604366
     1562.84165        0.11125903        0.00606876
     1564.64611        0.10738313        0.00600813
     1566.45265        0.10314176        0.00585546
     1568.26128        0.10432748        0.00587216
     1570.07199        0.11185694        0.00618120
     1571.88480        0.11041472        0.00612522
     1573.69969        0.11246169        0.00613807
     1575.51669        0.11057078        0.00606839
     1577.33578        0.10558383        0.00589038
     1579.15697        0.10890633        0.00614508
     1580.98027        0.10226606        0.00586067
     1582.80567        0.10184092        0.00589793
     1584.63317        0.09648463        0.00571229
     1586.46279        0.08751018        0.00542332
     1588.29452        0.09851972        0.00574560
     1590.12837        0.10137977        0.00582155
     1591.96433        0.10461792        0.00579845
     1593.80241        0.10304475        0.00583266
     1595.64261        0.09501213        0.00557528
     1597.48494        0.09632263        0.00574232
     1599.32940        0.10628055        0.00598538
     1601.17599        0.09581751        0.00564861
     1603.02470        0.09308147        0.00548183
     1604.87556        0.10253238        0.00577622
     1606.72855        0.10206068        0.00576367
     1608.58367        0.09730303        0.00557943
     1610.44094        0.08362322        0.00514862
     1612.30036        0.08120070        0.00504559
     1614.16192        0.08866473        0.00531606
     1616.02563        0.08833532        0.00528760
     1617.89150        0.08380015        0.00512987
     1619.75951        0.08957153        0.00540694
     1621.62969        0.09662061        0.00569888
     1623.50202        0.09546198        0.00566368
     1625.37652        0.09460171        0.00559901
     1627.25318        0.09678735        0.00569601
     1629.13200        0.09631406        0.00565596
     1631.01300        0.08603207        0.00519136
     1632.89617        0.08909038        0.00535817
     1634.78151        0.09455389        0.00559251
     1636.66903        0.10060091        0.00571003
     1638.55873        0.09687918        0.00557864
     1640.45061        0.09562564        0.00557242
     1642.34467        0.09003101        0.00544766
     1644.24092        0.09131618        0.00548558
     1646.13936        0.09428238        0.00553382
     1648.04000        0.09119977        0.00540555
     1649.94282        0.09745198        0.00564703
     1651.84785        0.09747040        0.00562962
     1653.75507        0.09662481        0.00562696
     1655.66450        0.10339322        0.00592876
     1657.57613        0.10221044        0.00585375
     1659.48996        0.10291751        0.00576338
     1661.40601        0.09893510        0.00564670
     1663.32427        0.10096952        0.00566413
     1665.24475        0.10618896        0.00583846
     1667.16744        0.10535210        0.00570945
     1669.09235        0.10605362        0.00586573
     1671.01948        0.10173765        0.00580078
     1672.94884        0.09886828        0.00557458
